PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
54.85,122.37,8.98,8.46,12.45,64.1,2.16,9.24,4.7,1.04,5.367144419,110
32.62,65.15,9.41,9.1,11.34,28.3,1.81,8.39,4.62,0.37,1.217296333,106
35.99,73.18,7.53,12.77,12.7,24.03,2.11,8.87,4.4,0,2.532704594,104
41.21,79.3,11.56,6.08,11.98,18.82,1.72,8.76,3.94,0,1.887333505,104
20.53,37.45,4.48,9.73,9.76,36.91,2.16,8.88,4.78,0,-0.739687485,104
31.58,74.28,9.36,8.53,15.98,78.49,2.23,8.76,4.27,0,0.661772326,105
32.15,60.91,8,11.54,13.11,44.52,2.17,8.79,4.23,0,0.764445728,105
24.43,38.28,2.87,8.4,6.55,58.88,2.03,7.41,4.64,0,-1.920115902,104
23.14,30.81,2.01,7.08,4.99,75.86,2.04,7.02,4.89,0,-3.242322606,104
34.74,89.89,7.28,11.56,13.25,76.68,2.15,7.22,4.68,0,2.131095774,104
29.75,60.55,13.41,5.35,13.24,86.49,1.88,8.68,3.75,0,-1.582677951,103
61.66557576,124.5402994,18.29670997,28.26477834,32.76777187,18.8713198,2.020024969,15.78578595,34.2095493,3.2387078,10.23207877,157.0209024
61.65317585,124.5208339,18.29794069,28.26433947,32.77028854,18.85941025,2.019634505,15.78874716,34.20913585,3.238538774,10.23560485,157.0028816
78.08,118.78,0.100641906,12.6954603,0,18.92836389,0,11.61127782,33.53283255,0,4.059195786,123.064053
89.91,183.8,11.49,12.82,13.86,66.31,1.61,9.41,6.66,0,5.026812951,184.2760954
84.24,175.43,13.08,10.87,19.33,92.17,2.31,9.14,4.24,0,4.316422303,179
77.18,166.58,17.72,13.3,24.41,53.26,2.38,9.44,4.53,0,4.788551283,188
83.03,175.1,13.46,6.59,14.74,16.78,2.13,9.85,5.57,0,7.889453404,146
107.54,231.42,17.46,11.95,7.25,19.89,0.8,9.84,3.26,0,6.33001878,236
89.4,189.29,13.26,8.22,9.23,73.66,1.4,10.75,9.5,0.03,2.939127987,222
83.14,181.43,11.19,8.78,13.81,72.47,1.41,10.37,5.73,0.17,3.766464557,200
81.1,177.97,16.43,14.19,22.13,63.28,0.52,10.27,5.33,0.56,4.967221131,174
62.63,141.47,16.43,12.46,21.19,66.83,0.6,12.66,6.55,1.58,4.94304569,141
38.64,109.84,12.82,11.79,21.22,95.05,0.63,13.9,5.57,0,1.662585299,122
43.3,95.82,12.63,3.84,7.34,49.2,0.31,14.83,5.48,0,1.682502029,99
42.37,109.49,17.88,18.7,19.25,58.82,0.47,16.54,8.78,0,4.280802847,102
60.96,144.97,17.5,11.75,22.71,95.68,0.62,16.66,5.66,0,4.614448281,115
57.49,133.85,21.67,13.4,26.17,78.69,0.64,16.25,8.23,0.6,4.373902628,126
57.19,135.99,20.18,16.54,28.46,70.67,0.7,16.39,10.83,0.9,5.843168224,123
58.09,130.12,22.04,20.33,30.93,44.48,0.74,16.09,13.46,1.87,7.339702687,125
51.52,115.04,19.48,15.26,27.08,83.14,0.78,14.74,6.49,0.56,3.516120628,113
79.1,162.45,26.7,13.89,18.16,53.02,0.39,14.44,9.05,2.28,7.831654477,126
76.72,171.91,19.21,18.41,16.67,48.33,0.49,13.49,5.87,0,4.548835859,184
50.88,132.67,16.82,13.95,23.82,46.11,0.87,13.49,7.45,0,4.749698832,133
57.47,136.14,11.81,11.63,19.06,31.81,0.88,13.21,4.79,0,5.788331983,120
69.64,148.15,12.57,10.03,18.76,29.51,0.89,12.73,4.75,0,5.805618004,131
88.71,182.05,13.3,12.97,19.85,25.03,0.92,12.72,5,0,7.671776223,152
86.71,175.56,15.97,9.92,22.56,51.87,0.96,12.71,5.92,0,3.105909389,211
66.14,118.67,14.01,6.85,17.41,60.72,0.97,11.92,5.16,0,0.637485961,156
98.46,195.77,14.81,13.04,19.47,51.85,0.97,12.01,6.9,0,5.680542875,192.8387587
88.94,193.69,19.14,9.81,20.74,88,0.81,11.97,5.02,0,4.526194995,180
47.74,158.7,18.24,11.19,23.64,76.09,1.02,11.32,5.95,0,3.158558469,185
129.09,226.22,17.82,12.03,23.66,51.44,1.09,12.18,7.43,0.05,5.950731346,226.2316001
102.32,194.1,30.45,12.24,15.47,23.22,0.51,12.3,3.7,0,3.375733566,223
78.96,159.2,-0.506540184,15.87012896,0,15.11282752,0,16.49649084,38.33491738,0,5.107270519,201
70.08,136.96,0.00387499,13.71432484,0,17.27765481,0,13.97354399,34.86172887,0,5.336589291,147
63.24,136.41,16.09,14.98,15.21,102.21,0.65,9.94,5.09,0,2.430818885,126
75.53,166.11,17.95,13.2,26.21,88.16,1.17,11.07,4.67,0,5.712622333,129
64.22,129.06,17.08,14.92,25.29,74.24,1.13,11.69,5.21,83.81,78.80162754,155
54.83,120.83,17.42,15.09,29.92,36.29,0.85,12.63,8.04,299.61,279.2340778,111
62.64,137.13,17.11,22.34,29.82,57.61,0.77,12.14,6.07,43.22,45.20466628,120
64.84,137.89,18.03,19.15,32.09,52.69,0.81,12.04,7.32,0,5.253754537,128
68.89,138.53,28.56,9.13,15.28,34.63,0.41,10.7,3.58,0,3.259068317,128
75.5,156.39,19.83,25.04,17.9,82.98,0.44,11.26,10.06,58.98,58.66340934,140
82.35,173.7,29.29,21.61,40.7,61.29,0.91,11.96,5.07,0,6.395933925,151
118.77,233.8,31.06,17.7,44.04,76.34,1.08,12.33,5.92,0,6.709409164,220
91.52,176.71,29.03,13.86,40.61,51.93,1.01,12.61,6.67,111.65,101.5693506,290
65.57,137.46,26.63,15.87,39.15,79.46,0.63,12.09,6.49,129.35,120.4894303,157
61.59,126.98,25.94,15.01,24.78,44.01,0.4,11.53,8.49,0,3.8093166,118
50.72,96.88,-1.331543552,12.25727604,0,14.36946773,0,12.66751475,33.83099087,0,3.633022128,118
37.19,73.79,-1.305005844,10.56495249,0,15.16958097,0,10.89769812,31.16480189,0,3.708072781,73
66.14,121.66,17.62,16.74,18.95,60.35,0.57,12.05,11.41,167.64,157.7795069,98
43.22,88.08,17.83,22.37,27.57,55.66,0.6,11.58,7.36,279.17,257.5998116,109
38.79,87.3,16.8,17.32,26.71,55.18,0.57,12.21,5.87,244.75,226.8182764,88
62.63,130.65,28.36,23.22,23.27,81.84,0.46,8.27,37.97,177.1,167.2043753,98
64.93,140.68,25.56,17.85,36.32,82.58,0.94,5.98,28.69,238.14,222.3204693,126
55.2,118.5,27.17,23.61,35.4,57.47,0.82,5.22,35.47,24.46,26.46685841,125
48.17,104.52,22.82,20.22,33.66,63.05,0.87,5.58,26.37,147.07,137.8754103,108
90.37,184.5,26.75,20.31,42.7,57.85,1.07,7.26,24.75,99.43,100.0234181,123
109.25,194.3,31.17,14.67,41.4,91.85,1.26,7.56,28.41,0,1.284238392,257
99.98,162.31,29.18,13.52,37.05,68.74,1.19,6.31,16.64,28.56,24.90062196,255
64.98,105.72,18.88,11.35,26.24,62.38,0.82,4.65,32.82,219.48,198.6025585,199
39.99,83.28,20.77,23.88,31.31,66.72,0.64,3.94,35.13,87.76,82.96086128,91
82.67,157.49,29.81,26.01,43.18,58.43,0.82,3.73,25.93,0,7.17719018,111
66.67,133.61,24.67,21.09,38.42,37.18,0.97,4.36,27.86,0,3.269273829,171
63.03,129.29,22.53,24.51,35.47,60.47,1.1,3.13,33.37,0,5.358499857,118
42.75,81.36,17.53,18.45,27.64,54.21,1.19,2.86,40.09,0,1.920357265,114
28.9,48.32,12.98,13.58,21.25,42.02,1.26,3.09,36.6,74.56,69.81683229,69
34.82,51.35,16.6,15.66,23.74,43.59,1.33,3.35,30.32,8.14,8.976428181,70
58.33,97.03,25.16,12.74,31.73,68.52,1.33,3.84,20.75,0,2.977334347,77
67.62,129.98,32.76,9.65,41.22,67.9,1.45,3.08,25.55,0,2.956586546,128
49.74,108.41,26.25,15.99,34.79,70.72,1.45,3.32,26.9,0,3.244390039,108
68.28,140.98,29.12,21.59,43.48,59.3,1.48,4.94,23.88,0,6.316239294,115
69.26,116.9,24.77,16.87,35.38,54.19,1.54,4.34,28.24,0,2.534822085,146
76.66,108.79,22.1,10.8,29.92,40.28,1.52,4.14,24.27,0,3.008403063,112
56.23,91.1,26.82,15.1,26.53,42.93,1.14,4.19,17.32,0,-1.311976754,166
69.18883349,126.9155904,21.2,17.58,31.41,40.89,1.69,3.88,33.43,0,4.318812284,146.732596
71.27723732,130.1711808,24.97,19.02,36.85,42.34,1.71,4.11,30.9,0,4.346634972,149.347217
80.22028392,144.4717215,31.97,19.98,45.99,63.24,1.74,5.59,25.16,0,4.057176107,155.2520281
125.88,263.62,31.39,23.2,43.61,77.03,1.29,5.63,38.55,53.94,57.37931683,266.5992474
115.69,209.26,30.02,26.74,45.4,106.47,0.82,8.53,26.83,4.94,5.445784129,296
108.99,195.21,27.88,20.64,38.24,85.38,0.84,6.95,35.7,1.98,2.482240846,285
101.29,189.61,25.28,25.34,43.24,73.69,0.86,6.45,28.69,0,2.865609173,250
83.82,184.33,26.56,15.4,36.36,62.42,0.85,6.23,27.36,1.68,6.696119356,188
89.78,154.57,28.02,17,39.18,82.41,0.89,5.37,27.66,1.13,1.893498328,206
69.42,125.86,15.35,22.11,27.38,89.04,0.87,4.62,37.69,1.1,3.006116014,160
83.39,158.93,28.64,31.01,37.68,82.8,0.87,5.69,24.53,0.32,5.719719718,146
104.47,184.67,25.44,19.5,38.53,91.79,0.87,6.26,26.39,0,2.996621589,210
91.23,160.68,27.22,14.01,37.63,83.71,0.9,5.11,26.95,0,-1.585068838,259
68.34,133.71,27.57,17.51,22.37,83.67,0.54,4.56,29.78,0,1.144909564,160
61.65,134.25,0.602796463,12.88316995,0,18.50500565,0,13.48287193,32.77395762,0,6.804774125,116
60.24,126.56,-0.43510114,13.44129943,0,15.62669235,0,14.19245058,34.59633597,0,5.412202834,138
70.6,145.59,22.81,22.61,17.64,43.44,0.39,4.98,41.49,0,6.751287232,112
74.93,153.51,25.59,21.22,38.89,47.77,0.88,5.54,27.18,0,6.150009722,139
78.91,143.98,25.39,13.72,36.33,42.98,0.89,4.77,26.71,0.89,2.885007303,189
59.9,127.63,21.35,12.47,28.37,47.55,0.87,5.34,31.09,1.91,5.448287781,137
55.53,114.45,12.49,21.69,23.91,43.41,0.89,4.05,34.77,1.17,6.667643297,103
54.18,127.55,16.08,16.45,26.96,46.7,0.85,4.43,34.02,0,5.487585599,116
52.62,99.77,10.55,20.67,21.78,62.71,0.89,3.77,43.07,0,3.192745799,119
109.14,242.49,17.02,27.47,36.02,91.11,0.86,6.09,31.21,1.2,9.360834036,231.0036241
69.43,139.05,14.25,24.04,30.81,54.56,0.88,8.79,19.51,2.63,5.382282327,191
65.97,117.63,12.51,17.13,21.63,65.64,0.84,8.81,24.26,0.51,4.276055049,118
71.77,144.14,20.12,12.53,30.85,70.44,0.5,6.7,18.56,0.97,4.939472746,127
52.91,106.4,13.49,15.17,23.33,58.31,0.01,4.45,23.6,0.65,2.080067201,126
44.57,96.57,8.78,17.31,17.07,50.78,0.01,4.78,27.01,0,2.968134245,97
57.83,126.56,13.07,16.09,22.88,34.57,0.01,4.67,42.22,0,6.138937422,98
64.57,148.99,16.9,19.61,30.05,53.95,0.02,5.27,36.5,0.19,6.11485251,129
84.2,187.19,19.24,19.31,35.49,84.27,0.04,5.21,40.03,0,6.646801156,155
79.59,173.45,21.53,28.99,34.85,78.86,0.04,6.12,35.88,0.91,6.281439018,174
78.7,184.84,21.65,27.35,40.68,52.49,0.05,6.66,32.06,3.52,10.36829272,177
81.63,194.14,25.73,19.21,39.88,68.98,0.03,5.62,29.38,1.68,8.702767205,157
69.93,153.82,18.85,26.35,32.78,72.85,0.01,4.27,35.56,3.78,7.821966982,162
53.86,117.98,13.39,22.37,24.22,56.52,0.01,3.73,40.05,1.66,5.682758622,118
62.05,144.59,14.81,23.73,27.39,72.84,0.02,4.49,34.47,0.85,6.516246104,119
66.86,156.78,22.58,22.93,37.21,117.44,0.02,5.32,35.68,1.53,5.723624182,136
79.45,184.8,18.97,28.87,42.25,80.09,0.04,11.05,29,1.08,9.726118243,141
82.41,185.18,20.05,23.77,38.65,95.52,0.04,9.58,30.76,2.61,8.340395385,172
70.64,152.08,18.54,20.87,33.35,50.76,0.05,5.77,34.49,0.89,5.196076704,168
91.15,180.05,15.6,23.05,32.29,95.81,0.05,7.63,37.78,0,6.851977233,140
76.21,163.07,13.64,21.41,27.06,71.07,0.05,6.54,43.29,0,1.899873742,233
66.04,186.21,9.16,16.9,18.96,78.53,0.05,3.5,28.73,0.79,6.80258676,165.149072
33.53,45.85,8.7,14.46,15.45,85.95,0.05,4.48,33.81,0.47,-1.187362267,82
50.29,70.42,12.95,15.66,18.65,91.61,0.04,3.39,31.36,0,0.375417551,67
55.53,91.46,10.38,19.35,18.99,75.76,0.03,2.69,37.23,0.55,1.690883668,108
67.21,113.28,14.21,18.13,13.25,77.43,0.01,3.47,12.79,0.81,2.873994421,94
84.52,144.52,0.537998746,13.67442902,0,17.36176803,0,13.84905214,35.19746246,0,5.329046062,158
94.73,128.97,-1.072029683,14.26323713,0,12.86808169,0,14.10745938,38.52427499,0,1.871809144,202
101.48,143.48,-1.111118564,15.35275211,0,12.29613541,0,15.32601843,40.14640615,0,1.963107484,229
74.94,100.99,6.7,20.74,7.82,78.26,0.03,8.69,52.39,0,-1.745534281,199
36.24083012,53.24,7.99,18,18.45,99.3,0.05,5.82,45.15,0,-0.479549828,83
25.20064534,32.15,9.74,17.88,20.37,98.3,0.04,4.57,32.64,0,-1.561612248,60
23.12835478,35.92,18.95,17.94,24.29,69.7,0.03,3.6,26.53,0,-0.256534881,46
23.59043352,32.85,10.19,12.39,14.11,85.27,0.01,3.1,30.47,0.42,-1.136647053,51
32.00295014,40.63,17.5,8.87,8.99,113.55,0.01,2.56,23,0.67,-2.195968718,44
66.18,39.13,10.16,14.48,8.85,111.94,0.07,5.07,55.49,1.03,-2.810589881,91
25.66,25.78,14.65,18.54,21.54,85.45,0.26,3.82,31.53,1.09,-1.085898912,66
34.62,34.73,11.74,14.63,15.66,67.31,0.24,2.73,36.27,0.28,0.537264,34.79574552
22.07,22.15,17.04,11.37,17.5,102.49,0.23,2.44,38.33,0.29,-0.729152149,12.49182377
59.96678821,121.8735176,18.46531963,28.20465317,33.11255588,17.23971141,1.966531444,16.19147163,34.15290679,3.215551222,10.71515166,154.5520496
59.9543883,121.854052,18.46655036,28.2042143,33.11507255,17.22780186,1.96614098,16.19443283,34.15249335,3.215382196,10.71867774,154.5340288
59.94198839,121.8345865,18.46778109,28.20377543,33.11758922,17.21589231,1.965750516,16.19739404,34.1520799,3.21521317,10.72220382,154.5160079
59.92958848,121.8151209,18.46901182,28.20333656,33.12010589,17.20398276,1.965360053,16.20035525,34.15166645,3.215044144,10.7257299,154.4979871
80.27,220.65,15.97,6.38,22.36,12.86,0.29,4.12,59.1,0.3,8.711655254,222.8662616
64.95,178.22,23.51,3.13,26.47,14.11,0.3,3.84,51.13,0.56,7.733860711,161
57.92,132.86,25.4,4.77,29.44,16.6,0.3,4.08,45.05,0.45,4.609038322,141
52.54135407,109.3429074,16.95021712,25.23620906,30.59258559,17.4610955,0.038165274,13.16123164,33.1306296,3.334700734,9.394339611,115
59.86758893,121.7177931,18.47516545,28.20114221,33.13268925,17.14443501,1.963407734,16.2151613,34.1495992,3.214199013,10.74336029,154.407883
59.85518902,121.6983275,18.47639618,28.20070334,33.13520592,17.13252546,1.963017271,16.21812251,34.14918575,3.214029987,10.74688637,154.3898622
59.84278911,121.678862,18.47762691,28.20026447,33.1377226,17.1206159,1.962626807,16.22108372,34.1487723,3.213860961,10.75041245,154.3718414
92.5,221.48,14.29,5.65,19.95,11.34,0.3,5.21,68.11,0.22,8.6318547,227.8326717
72.91,192.52,20.75,4.66,23.33,12.56,0.3,4.25,50.83,0.25,8.407195264,169
66.01,149.11,18.32,2.92,20.43,12.7,0.3,3.99,59.13,0.24,6.085667286,145
83.66,202.56,40.59,3.5,43.41,13.55,0.3,5.02,57.24,0.2,9.302527695,156
52.6,123.23,17.90353434,33.73017438,35.30282366,58.05,0.29,4.03,64.35,0.12,6.111359487,139
52.58,128.05,19.02537328,31.49522489,35.02121636,58.31,0.29,3.65,55.02,0.13,6.431115911,128
49.81,118.62,17.49617026,33.67221639,34.64001831,58.66,0.28,4.26,65.48,0.11,6.313207104,129
65.44,164.64,20.98592629,34.1606489,36.50113758,58.15,0.28,4.92,60.83,0.13,9.873929075,128
59.92,163.12,19.07895316,37.13382836,36.70271709,53.85,0.28,4.65,73.85,0.12,9.870170923,148
74.14,202.5,23.8004642,34.3494845,39.37554115,56.37,0.29,4.14,53.76,0.24,11.18196807,160
71.91,187.2,22.52935231,36.38883515,39.25399297,62.53,0.3,3.8,63.94,0.22,10.35360206,158
64.28,162.17,20.03953042,37.78232497,38.41317366,61.98,0.31,4.28,72.79,0.21,8.687232395,164
56.63,106.43,14.50539643,40.47976858,34.90584614,60.19,0.3,4.29,97.06,0.07,6.434759743,139
92.54,242.21,27.78299404,33.5113277,40.19540744,60.71,0.3,4.3,46.65,0.23,15.08978117,129
81.29,175.78,90.91,7.405925491,0,61.88,0.31,4.64,59.52,0.28,2.273642423,154.841344
51.22,93.4,288.55,29.53621699,94.65,66.94,0.31,4.89,77.56,0.04,-5.387689092,69.15423681
101.41,140.84,351.3,78.02634911,227.8,57.4,0.41,5.74,33.27,0.06,-2.501680014,131.9562986
90.45,149.84,136.08,8.461052859,13.82,65.67,0.33,5.7,59.21,0.13,-6.290407481,236
93.45,197.74,22.94850981,40.37371196,43.04450557,58.77,0.33,5.26,73.03,0.15,8.565902221,222
86.2,187.5,3.139046152,16.00753879,0,72.26,0.34,5.55,38.92,0.15,4.77440252,206
76.67,198.38,2.136921004,12.88828045,0,23.4753829,0.35,5.13,33.42559367,0.14,8.664085326,176
89.36,218.21,3.42967985,12.95568427,0,26.6206889,0.35,4.94,32.6423656,0.13,9.952474507,174
76.63,183.91,0.828951999,12.94690936,0,20.22542784,0.37,4.32,35.33255924,0.19,6.338323564,201
61.41,142.43,0.983754038,10.73551811,0,20.84824994,0.36,4.4,31.37231428,0.06,6.305742037,126
98.12,220.98,3.264557615,13.13660095,0,26.11034273,0.38,4.32,33.71745895,0.15,9.008991859,194
77.66,168.5,0.085569003,12.95323972,0,18.00547194,0.39,5.04,36.19490978,0.1,4.800368027,207
55.82,121.54,0.156708166,10.52595369,0,18.50497301,0.38,5.29,31.6458498,0.05,5.130197882,120
84.94,180.11,2.81682099,11.44785219,0,25.05938943,0.39,4.52,31.29676565,0.12,8.14655365,142
33.32,75.64,-2.473660916,9.801493766,0,12.31933905,0.39,4.31,32.9577082,0.07,1.800417125,122
27.93,56.84,-1.309873845,8.169764494,0,15.2340753,0.38,4.96,28.92204523,0.07,3.280892806,54
38.58,83.38,-0.637889101,8.94835013,0,16.87900262,0.37,4.62,29.76803698,0.06,4.114133371,78
32.86,67.04,-1.506611689,8.650912151,0,14.8029536,0.36,4.26,30.2403191,0.05,2.80611905,79
42.81,113.41,-0.491314161,10.25353706,0,17.02456307,0.35,5.02,31.68524157,0.06,4.991055941,116.402237
18,42.35,-2.267990007,7.973215225,0,13.00583091,0.35,4.59,29.41242806,0.05,2.264245517,55
28.56,73.65,-0.520126218,8.210813283,0,17.4386966,0.34,4.31,28.16880776,0.07,4.73766963,50
36.72,84.46,-0.587718137,8.920587197,0,17.01099561,0.33,4.62,29.59309345,0.07,4.387865107,75
35.97,73.55,-1.520550114,8.915935006,0,14.72578874,0.33,4.02,30.85952957,0.06,2.719759042,91
53.76,101.91,0.542008326,9.159906761,0,19.47683366,0.32,4.96,29.39411233,0.07,5.119113405,80
59.5,219.38,3.390925227,12.9002582,0,26.89080201,0.31,5.55,30.80935273,0.04,12.52345001,141
61.35092755,124.9027859,18.55172451,28.20704858,33.26503759,16.74171384,1.912428577,16.45942173,34.26135484,3.115529605,10.85868052,158
75.61,139.65,-5.183846068,27.96920945,0,13.11567584,0.46,20.7494959,91.52,0.03,9.031457212,188
31.59,106.58,-3.737323185,19.03976835,0,10.36501673,0.39,18.18905613,56.28,0.05,7.394050105,138
46.37,91.62,-4.647558869,21.79099638,0,12.74927524,0.38,16.77772097,73.76,0.06,7.501999684,114
42.05,87.03,-5.934328122,23.45291024,0,10.14777431,0.38,18.107464,79.3,0.08,6.960365813,133
25.98,66.02,-6.326589087,22.25818052,0,9.491020209,0.38,17.23134311,77.06,0.03,6.742894655,103
32.29,74.65,-4.37794458,18.90116503,0,11.75849232,0.38,15.59354545,63.56,0.05,6.674901328,93
39.19,112.34,-4.214633692,22.94806772,0,13.67456703,0.38,18.51171941,74.48,0.02,9.749743464,116
44.57,102.28,-2.464197339,16.80354323,0,13.12063329,0.38,15.66707858,51.06,0.03,6.803281173,117
88.68,143.47,382.44,32.61,382.84,33.63,0.65,7.76,43.78,0.01,-3.599313961,170.9548236
79.64,125.28,20.88375944,31.14205791,36.71885033,54.47,0.42,5.21,51.27,0.07,5.492446772,132.4414676
73.38,121.42,304.26,34.21,302.78,45.43,0.49,6.9,57.06,0.03,-1.78073054,142.8222237
70.23,120.96,390.68,161.0677247,378.24,50.14,0.42,19.92898058,85.82,0.05,7.460695701,178
50.05,115.09,16.04728262,37.45671878,34.16984736,50.03,0.37,13.33851021,74.57,0.05,8.230175195,131
48.78,128.87,267.71,22.05087215,66.87,50.89,0.37,17.47167102,76.56,0.06,-3.375897385,134
46.31,87.22,16.5077122,30.32762161,32.84741391,48.17,0.37,10.03343513,50.88,0.09,4.512733271,120
59.1483942,120.5887906,18.54654765,28.17568776,33.2786562,16.45368109,1.940760841,16.38691144,34.12561916,3.204395499,10.9478729,153.3626753
59.13599429,120.569325,18.54777838,28.17524889,33.28117288,16.44177154,1.940370377,16.38987265,34.12520572,3.204226473,10.95139898,153.3446544
59.12359438,120.5498594,18.5490091,28.17481002,33.28368955,16.42986199,1.939979913,16.39283386,34.12479227,3.204057446,10.95492506,153.3266336
59.11119447,120.5303939,18.55023983,28.17437115,33.28620622,16.41795244,1.93958945,16.39579507,34.12437882,3.20388842,10.95845114,153.3086128
59.09879456,120.5109283,18.55147056,28.17393228,33.28872289,16.40604289,1.939198986,16.39875628,34.12396537,3.203719394,10.96197722,153.290592
59.08639466,120.4914628,18.55270129,28.17349341,33.29123956,16.39413334,1.938808522,16.40171749,34.12355192,3.203550368,10.9655033,153.2725711
59.07399475,120.4719972,18.55393201,28.17305454,33.29375623,16.38222379,1.938418059,16.4046787,34.12313847,3.203381342,10.96902938,153.2545503
59.06159484,120.4525316,18.55516274,28.17261567,33.29627291,16.37031424,1.938027595,16.40763991,34.12272502,3.203212316,10.97255546,153.2365295
59.04919493,120.4330661,18.55639347,28.1721768,33.29878958,16.35840469,1.937637131,16.41060112,34.12231157,3.20304329,10.97608154,153.2185087
59.03679502,120.4136005,18.5576242,28.17173793,33.30130625,16.34649514,1.937246667,16.41356232,34.12189812,3.202874264,10.97960762,153.2004878
59.02439511,120.394135,18.55885492,28.17129906,33.30382292,16.33458558,1.936856204,16.41652353,34.12148468,3.202705238,10.9831337,153.182467
158.38,147.23,289.75,29.45,289.09,104.21,0.82,9.28,3.06,0,-6.012874774,156.5152461
45.22,84.74,62.18,7.46,14.98,76.62,0.62,8.56,51.45,0,0.804052816,77.25854569
30.4,74.06,16.55,0.49,13.63,3.19,0.66,7.07,36.01,0,3.86546327,73
85.7,97.14,11.44,0.6,5.35,2.91,0.68,6.2,54.66,0,2.628027809,120.9564118
57.78,97.36,16.02,0.52,15.32,3.23,0.57,5.93,57.67,0,2.956136794,131
63.28,95.86,-2.049772162,15.59558519,0,18.83328026,0.66,5.25,58.88,0,5.657504535,98
31.8,77.28,-1.944866762,10.79491133,0,14.41557639,0,6.31,37.58,0,4.141913069,81.33960146
22.8,413.89,10.17383155,14.33016141,0,41.19386071,0,5.37,14.91,0,28.27023183,168
95.99,226.52,10.01,0.83,3.52,2.68,0.74,6.42,22.99,0,7.543434532,228.4812789
115.75,168.85,13.95,0.71,14.49,2.91,0.71,8.73,32.08,0,4.596349761,185.3820629
77.38,144.41,14.48,0.61,15.03,3.03,0.64,6.88,74.93,0,5.829607045,165.657774
65.01,176.81,14.68,0.53,15.17,3.03,0.64,6.52,54.7,0,9.927965233,132
41.25,254.96,17.11,0.53,17.61,3.17,0.56,5.04,29.4,0,10.77122526,244.6616534
45.07,106.78,-0.320882247,10.96754128,0,17.54166455,0.59,5.94,34.99,0,5.822570534,99
34.71,90.12,0.931842701,6.458548422,0,16.16458784,0.63,6.83,15.55,0,4.78011357,76
44.62,182.52,2.391460296,8.932089651,0,18.1614021,0.63,6.94,14,0,7.864137429,175.8973782
121.74,158.88,3.76461127,8.00620157,0,22.83870674,0.57,4.38,20.55,0,3.489127672,166.5402297
40.23,253.14,1.540615071,17.84970854,0,17.32219688,1.03,16.64,37.98376557,0,14.11558859,247.9846913
62.9,502.09,6.014924947,27.42781422,0,24.56654058,1.21,24.36,47.16611963,0,26.65910907,469.8664624
58.77639693,120.0048237,18.58346947,28.16252166,33.35415635,16.09639458,1.92904693,16.47574772,34.1132157,3.199324715,11.05365529,152.8220506
58.76399702,119.9853582,18.5847002,28.16208279,33.35667302,16.08448503,1.928656466,16.47870893,34.11280225,3.199155689,11.05718137,152.8040297
58.75159711,119.9658926,18.58593093,28.16164392,33.3591897,16.07257548,1.928266003,16.48167014,34.1123888,3.198986663,11.06070745,152.7860089
58.7391972,119.946427,18.58716166,28.16120505,33.36170637,16.06066593,1.927875539,16.48463135,34.11197535,3.198817637,11.06423353,152.7679881
58.72679729,119.9269615,18.58839238,28.16076618,33.36422304,16.04875638,1.927485075,16.48759256,34.1115619,3.198648611,11.06775961,152.7499673
58.71439738,119.9074959,18.58962311,28.16032731,33.36673971,16.03684683,1.927094612,16.49055377,34.11114845,3.198479585,11.07128568,152.7319464
58.70199747,119.8880304,18.59085384,28.15988844,33.36925638,16.02493728,1.926704148,16.49351498,34.110735,3.198310558,11.07481176,152.7139256
308.79,589.39,17.7051671,19.87420113,0,40.59159727,0,27.45580693,8.16,0,18.8583953,556.0292725
129.63,203.93,229.1,34.04,23.95,81.19,0.32,10.37,22.17,0,-2.239952664,158.0400388
29.21,71.31,3.22,3.37,5.65,20.86,0.43,7.47,21.95,0,2.997626544,76.62171467
58.65239783,119.8101681,18.59577675,28.15813296,33.37932307,15.97729908,1.925142293,16.50535981,34.10908121,3.197634454,11.08891608,152.6418423
58.63999792,119.7907026,18.59700748,28.15769409,33.38183974,15.96538953,1.92475183,16.50832102,34.10866776,3.197465428,11.09244216,152.6238215
58.62759802,119.771237,18.5982382,28.15725522,33.38435641,15.95347998,1.924361366,16.51128223,34.10825431,3.197296402,11.09596824,152.6058007
58.61519811,119.7517714,18.59946893,28.15681635,33.38687308,15.94157042,1.923970902,16.51424344,34.10784086,3.197127376,11.09949432,152.5877799
58.6027982,119.7323059,18.60069966,28.15637748,33.38938975,15.92966087,1.923580439,16.51720465,34.10742741,3.19695835,11.1030204,152.569759
13.62,87.4,8.15,4.28,12.15,0.78,0.55,10.12,45.86,3.42,0.33,104.7993807
27.93,95.68,9.72,4.71,14.19,0.88,0.79,9.36,30.18,3.39,0.04,93
34.05,90.68,16.53,9.83,25.86,1.68,0.93,4.27,17.23,5.27,0.89,96
24.66941788,59.99,11.03,4.9,16.06,1.11,0.58,14.1,26.81,4.77,1.81,77
27.83428759,65.86,7.3,2.69,9.88,1.38,0.9,9.26,9.36,2.81,2.13,82.08691024
43.55617555,91.04,10.35,3.73,14.09,1.7,0.78,10.48,16.77,17.23,2.02,84
30.24713627,64.62,8.64,3.06,4.68,1.53,0.49,8.71,23.08,9.04,1.93,88
